condition,pearson_r_left,pearson_r_right,delta_r,n_common_seeds,dataset,hvg,contrast
EIF2B4_pDS491,0.8356008231639862,0.8353323936462402,0.0002684295177459717,2,adamson,1000,gene_ontology - random
GMPPB_pDS391,0.2117474004626274,0.2123488336801529,-0.0006014332175254822,2,adamson,1000,gene_ontology - random
GNPNAT1_pDS506,-0.16220498085021973,-0.16222844272851944,2.3461878299713135e-05,2,adamson,1000,gene_ontology - random
Gal4-4(mod)_pBA582,0.3488275557756424,0.34889204800128937,-6.449222564697266e-05,2,adamson,1000,gene_ontology - random
HARS_pDS466,0.8051201105117798,0.8046507835388184,0.0004693269729614258,2,adamson,1000,gene_ontology - random
HSPA9_pDS088,0.8481887876987457,0.8482342660427094,-4.547834396362305e-05,2,adamson,1000,gene_ontology - random
HYOU1_pDS089,0.3039575070142746,0.30314505100250244,0.0008124560117721558,2,adamson,1000,gene_ontology - random
IARS2_pDS090,0.8656964004039764,0.8658983111381531,-0.00020191073417663574,2,adamson,1000,gene_ontology - random
IDH3A_pDS393,0.3138930946588516,0.3161815106868744,-0.002288416028022766,2,adamson,1000,gene_ontology - random
IER3IP1_pDS002,0.5888726711273193,0.588336318731308,0.0005363523960113525,2,adamson,1000,gene_ontology - random
IER3IP1_pDS110,0.5077292919158936,0.5083107948303223,-0.0005815029144287109,2,adamson,1000,gene_ontology - random
KCTD16_pDS096,0.34446606040000916,0.3448314517736435,-0.0003653913736343384,2,adamson,1000,gene_ontology - random
MRGBP_pDS124,0.14325983077287674,0.14201486110687256,0.001244969666004181,2,adamson,1000,gene_ontology - random
MTHFD1_pDS395,0.21212998032569885,0.20979361236095428,0.002336367964744568,2,adamson,1000,gene_ontology - random
OST4_pDS353,0.4677675813436508,0.46487298607826233,0.0028945952653884888,2,adamson,1000,gene_ontology - random
P4HB_pDS397,0.1997198984026909,0.198616661131382,0.001103237271308899,2,adamson,1000,gene_ontology - random
PDIA6_pDS029,0.10080287978053093,0.0996871292591095,0.0011157505214214325,2,adamson,1000,gene_ontology - random
PSMD4_pDS488,0.1909584179520607,0.19319063425064087,-0.0022322162985801697,2,adamson,1000,gene_ontology - random
QARS_pDS510,0.8704072535037994,0.8703359663486481,7.128715515136719e-05,2,adamson,1000,gene_ontology - random
SAMM50_pDS156,0.7129999697208405,0.7084677517414093,0.004532217979431152,2,adamson,1000,gene_ontology - random
SEC61A1_pDS031,0.7346350848674774,0.7351114451885223,-0.0004763603210449219,2,adamson,1000,gene_ontology - random
SEC61A1_pDS032,0.6918810307979584,0.6926591098308563,-0.0007780790328979492,2,adamson,1000,gene_ontology - random
SEC61B_pDS033,0.38758864998817444,0.38328300416469574,0.004305645823478699,2,adamson,1000,gene_ontology - random
SEC61B_pDS162,0.3364509046077728,0.33393488824367523,0.002516016364097595,2,adamson,1000,gene_ontology - random
SEL1L_pDS373,0.3326297998428345,0.3294786065816879,0.0031511932611465454,2,adamson,1000,gene_ontology - random
SLC39A7_pDS219,0.33003823459148407,0.3296324163675308,0.00040581822395324707,2,adamson,1000,gene_ontology - random
SLMO2_pDS433,0.8501180708408356,0.84896320104599,0.001154869794845581,2,adamson,1000,gene_ontology - random
SOCS1_pDS479,0.4011830687522888,0.3999648243188858,0.0012182444334030151,2,adamson,1000,gene_ontology - random
SPCS2_pDS401,0.41670751571655273,0.41585737466812134,0.0008501410484313965,2,adamson,1000,gene_ontology - random
SRPR_pDS482,-0.02743395511060953,-0.02760170493274927,0.00016774982213974,2,adamson,1000,gene_ontology - random
STT3A_pDS011,0.35478517413139343,0.35457833111286163,0.00020684301853179932,2,adamson,1000,gene_ontology - random
TIMM23_pDS284,0.7228067517280579,0.7208754420280457,0.001931309700012207,2,adamson,1000,gene_ontology - random
TMEM167A_pDS038,0.632011741399765,0.6294838488101959,0.002527892589569092,2,adamson,1000,gene_ontology - random
TTI2_pDS408,0.04453854449093342,0.04443053714931011,0.00010800734162330627,2,adamson,1000,gene_ontology - random
UFL1_pDS410,0.46186238527297974,0.4612938165664673,0.0005685687065124512,2,adamson,1000,gene_ontology - random
UFM1_pDS040,0.45029982924461365,0.44972196221351624,0.0005778670310974121,2,adamson,1000,gene_ontology - random
YIPF5_pDS186,0.5204644799232483,0.5163385272026062,0.00412595272064209,2,adamson,1000,gene_ontology - random
AHR_FEV,0.7163437306880951,0.7399054765701294,-0.023561745882034302,2,norman,200,combined - no_graph
ARID1A,0.6677789986133575,0.689520388841629,-0.021741390228271484,2,norman,200,combined - no_graph
BCL2L11,0.010237312410026789,0.031807854771614075,-0.021570542361587286,2,norman,200,combined - no_graph
BCORL1,0.47056683897972107,0.47474581003189087,-0.0041789710521698,2,norman,200,combined - no_graph
C3orf72_FOXL2,0.6282807886600494,0.6493183672428131,-0.021037578582763672,2,norman,200,combined - no_graph
CBL_PTPN12,0.5800235271453857,0.6045188009738922,-0.02449527382850647,2,norman,200,combined - no_graph
CBL_TGFBR2,0.633918821811676,0.6651830673217773,-0.03126424551010132,2,norman,200,combined - no_graph
CDKN1A,0.8612173795700073,0.9481105804443359,-0.08689320087432861,2,norman,200,combined - no_graph
CDKN1B,0.822728157043457,0.8302680850028992,-0.007539927959442139,2,norman,200,combined - no_graph
CDKN1C,0.7535497546195984,0.7591438889503479,-0.005594134330749512,2,norman,200,combined - no_graph
CDKN1C_CDKN1A,0.47376611828804016,0.48305875062942505,-0.009292632341384888,2,norman,200,combined - no_graph
CDKN1C_CDKN1B,0.7647007703781128,0.7875081300735474,-0.02280735969543457,2,norman,200,combined - no_graph
CEBPB_PTPN12,0.7066538333892822,0.7050457298755646,0.0016081035137176514,2,norman,200,combined - no_graph
CSRNP1,-0.36773478984832764,-0.37863633036613464,0.010901540517807007,2,norman,200,combined - no_graph
DUSP9_PRTG,0.5979478359222412,0.6076368689537048,-0.009689033031463623,2,norman,200,combined - no_graph
FOSB,0.3237738609313965,0.28454679250717163,0.039227068424224854,2,norman,200,combined - no_graph
FOXA3,0.6511271297931671,0.6765323281288147,-0.025405198335647583,2,norman,200,combined - no_graph
FOXA3_FOXF1,0.6243769824504852,0.6487849056720734,-0.024407923221588135,2,norman,200,combined - no_graph
FOXA3_FOXL2,0.4583854079246521,0.47786128520965576,-0.019475877285003662,2,norman,200,combined - no_graph
HES7,0.7422587871551514,0.940749853849411,-0.19849106669425964,2,norman,200,combined - no_graph
HOXB9,0.7444572448730469,0.7495760321617126,-0.0051187872886657715,2,norman,200,combined - no_graph
IGDCC3_MAPK1,0.5352389514446259,0.5103611052036285,0.024877846240997314,2,norman,200,combined - no_graph
IRF1_SET,0.3902413696050644,0.37263020873069763,0.01761116087436676,2,norman,200,combined - no_graph
ISL2,0.2465125247836113,0.2527344077825546,-0.006221882998943329,2,norman,200,combined - no_graph
KLF1_BAK1,0.12889784574508667,0.11786660552024841,0.011031240224838257,2,norman,200,combined - no_graph
KLF1_CLDN6,0.700456827878952,0.7196618616580963,-0.019205033779144287,2,norman,200,combined - no_graph
KLF1_COL2A1,0.3515627980232239,0.33395741879940033,0.017605379223823547,2,norman,200,combined - no_graph
KLF1_TGFBR2,0.3175792247056961,0.3080972731113434,0.009481951594352722,2,norman,200,combined - no_graph
LHX1,0.7809872031211853,0.9201459586620331,-0.13915875554084778,2,norman,200,combined - no_graph
LHX1_ELMSAN1,0.2726201266050339,0.24152297526597977,0.031097151339054108,2,norman,200,combined - no_graph
LYL1_IER5L,0.8314660787582397,0.8653472661972046,-0.033881187438964844,2,norman,200,combined - no_graph
MAP2K3_IKZF3,0.5280351340770721,0.5417713820934296,-0.013736248016357422,2,norman,200,combined - no_graph
MAP2K3_MAP2K6,-0.4984397292137146,-0.4975265711545944,-0.0009131580591201782,2,norman,200,combined - no_graph
MAP2K6,-0.5198635756969452,-0.5353555679321289,0.015491992235183716,2,norman,200,combined - no_graph
MAP7D1,-0.01037910906597972,-0.007084189914166927,-0.003294919151812792,2,norman,200,combined - no_graph
MAPK1_IKZF3,0.7689076066017151,0.7606427073478699,0.008264899253845215,2,norman,200,combined - no_graph
MAPK1_PRTG,0.5698439478874207,0.5556469559669495,0.014196991920471191,2,norman,200,combined - no_graph
OSR2,0.2947302460670471,0.2436010092496872,0.051129236817359924,2,norman,200,combined - no_graph
PTPN1,0.7562836408615112,0.7872279584407806,-0.03094431757926941,2,norman,200,combined - no_graph
PTPN12_SNAI1,0.6321903467178345,0.6483653485774994,-0.016175001859664917,2,norman,200,combined - no_graph
SAMD1_PTPN12,0.7297767400741577,0.7614917457103729,-0.03171500563621521,2,norman,200,combined - no_graph
SET,0.49241337180137634,0.4753982424736023,0.017015129327774048,2,norman,200,combined - no_graph
SET_KLF1,0.41952085494995117,0.4018450379371643,0.017675817012786865,2,norman,200,combined - no_graph
SGK1_TBX3,0.4348500519990921,0.4137517809867859,0.021098271012306213,2,norman,200,combined - no_graph
SLC4A1,0.16355527937412262,0.1518554911017418,0.011699788272380829,2,norman,200,combined - no_graph
TGFBR2_PRTG,0.6806157529354095,0.716810405254364,-0.03619465231895447,2,norman,200,combined - no_graph
TP73,0.7042827904224396,0.7134177088737488,-0.009134918451309204,2,norman,200,combined - no_graph
UBASH3A,0.6916353702545166,0.7059724926948547,-0.014337122440338135,2,norman,200,combined - no_graph
UBASH3B,0.7073789536952972,0.7275257110595703,-0.02014675736427307,2,norman,200,combined - no_graph
ZBTB25,0.5558165609836578,0.5782978236675262,-0.022481262683868408,2,norman,200,combined - no_graph
AHR_FEV,0.7193195223808289,0.7400906085968018,-0.0207710862159729,1,norman,200,string_ppi - no_graph
ARID1A,0.669823944568634,0.6897535920143127,-0.01992964744567871,1,norman,200,string_ppi - no_graph
BCL2L11,0.006121454760432243,0.03159133344888687,-0.025469878688454628,1,norman,200,string_ppi - no_graph
BCORL1,0.4720284044742584,0.47486281394958496,-0.002834409475326538,1,norman,200,string_ppi - no_graph
C3orf72_FOXL2,0.6240442395210266,0.6490503549575806,-0.025006115436553955,1,norman,200,string_ppi - no_graph
CBL_PTPN12,0.5765644907951355,0.6055189967155457,-0.028954505920410156,1,norman,200,string_ppi - no_graph
CBL_TGFBR2,0.6290461421012878,0.6650722622871399,-0.03602612018585205,1,norman,200,string_ppi - no_graph
CDKN1A,0.8858084678649902,0.9471654891967773,-0.06135702133178711,1,norman,200,string_ppi - no_graph
CDKN1B,0.8088933229446411,0.8306844234466553,-0.02179110050201416,1,norman,200,string_ppi - no_graph
CDKN1C,0.7396937608718872,0.7582811117172241,-0.018587350845336914,1,norman,200,string_ppi - no_graph
CDKN1C_CDKN1A,0.4684416949748993,0.4836825728416443,-0.015240877866744995,1,norman,200,string_ppi - no_graph
CDKN1C_CDKN1B,0.7756830453872681,0.7869042158126831,-0.011221170425415039,1,norman,200,string_ppi - no_graph
CEBPB_PTPN12,0.7122286558151245,0.7045785188674927,0.007650136947631836,1,norman,200,string_ppi - no_graph
CSRNP1,-0.3652826249599457,-0.3787849545478821,0.013502329587936401,1,norman,200,string_ppi - no_graph
DUSP9_PRTG,0.5944005846977234,0.607175350189209,-0.012774765491485596,1,norman,200,string_ppi - no_graph
FOSB,0.33148741722106934,0.28361737728118896,0.04787003993988037,1,norman,200,string_ppi - no_graph
FOXA3,0.6414332389831543,0.6766932010650635,-0.03525996208190918,1,norman,200,string_ppi - no_graph
FOXA3_FOXF1,0.6255742311477661,0.64862060546875,-0.023046374320983887,1,norman,200,string_ppi - no_graph
FOXA3_FOXL2,0.4579513370990753,0.47795966267585754,-0.020008325576782227,1,norman,200,string_ppi - no_graph
HES7,0.9715514183044434,0.9414947032928467,0.03005671501159668,1,norman,200,string_ppi - no_graph
HOXB9,0.7485048770904541,0.7489677667617798,-0.0004628896713256836,1,norman,200,string_ppi - no_graph
IGDCC3_MAPK1,0.5146938562393188,0.5102125406265259,0.004481315612792969,1,norman,200,string_ppi - no_graph
IRF1_SET,0.38689127564430237,0.37258386611938477,0.014307409524917603,1,norman,200,string_ppi - no_graph
ISL2,0.24739471077919006,0.2525860369205475,-0.005191326141357422,1,norman,200,string_ppi - no_graph
KLF1_BAK1,0.12585584819316864,0.11725439131259918,0.008601456880569458,1,norman,200,string_ppi - no_graph
KLF1_CLDN6,0.6985912322998047,0.7201256155967712,-0.021534383296966553,1,norman,200,string_ppi - no_graph
KLF1_COL2A1,0.3515152633190155,0.334403932094574,0.01711133122444153,1,norman,200,string_ppi - no_graph
KLF1_TGFBR2,0.3134140968322754,0.3086779713630676,0.004736125469207764,1,norman,200,string_ppi - no_graph
LHX1,0.9680968523025513,0.9189131259918213,0.04918372631072998,1,norman,200,string_ppi - no_graph
LHX1_ELMSAN1,0.2757704257965088,0.24204225838184357,0.03372816741466522,1,norman,200,string_ppi - no_graph
LYL1_IER5L,0.8451752662658691,0.8649325370788574,-0.01975727081298828,1,norman,200,string_ppi - no_graph
MAP2K3_IKZF3,0.5312149524688721,0.5431851148605347,-0.011970162391662598,1,norman,200,string_ppi - no_graph
MAP2K3_MAP2K6,-0.49711012840270996,-0.4974580407142639,0.0003479123115539551,1,norman,200,string_ppi - no_graph
MAP2K6,-0.5173242092132568,-0.5347222685813904,0.017398059368133545,1,norman,200,string_ppi - no_graph
MAP7D1,0.00038700737059116364,-0.007469723932445049,0.007856731303036213,1,norman,200,string_ppi - no_graph
MAPK1_IKZF3,0.7677711248397827,0.7605766654014587,0.007194459438323975,1,norman,200,string_ppi - no_graph
MAPK1_PRTG,0.5681251287460327,0.5553135275840759,0.012811601161956787,1,norman,200,string_ppi - no_graph
OSR2,0.27927231788635254,0.2439272403717041,0.03534507751464844,1,norman,200,string_ppi - no_graph
PTPN1,0.7717032432556152,0.788224458694458,-0.016521215438842773,1,norman,200,string_ppi - no_graph
PTPN12_SNAI1,0.6443737745285034,0.6482272744178772,-0.0038534998893737793,1,norman,200,string_ppi - no_graph
SAMD1_PTPN12,0.7392123937606812,0.7633545398712158,-0.024142146110534668,1,norman,200,string_ppi - no_graph
SET,0.48454463481903076,0.475861132144928,0.008683502674102783,1,norman,200,string_ppi - no_graph
SET_KLF1,0.40912288427352905,0.4018349051475525,0.0072879791259765625,1,norman,200,string_ppi - no_graph
SGK1_TBX3,0.43617260456085205,0.4142187833786011,0.021953821182250977,1,norman,200,string_ppi - no_graph
SLC4A1,0.16485722362995148,0.15094752609729767,0.013909697532653809,1,norman,200,string_ppi - no_graph
TGFBR2_PRTG,0.6873257756233215,0.7178199291229248,-0.03049415349960327,1,norman,200,string_ppi - no_graph
TP73,0.7102233171463013,0.7131479978561401,-0.002924680709838867,1,norman,200,string_ppi - no_graph
UBASH3A,0.6962893009185791,0.7053337097167969,-0.009044408798217773,1,norman,200,string_ppi - no_graph
UBASH3B,0.7025142908096313,0.7278298139572144,-0.025315523147583008,1,norman,200,string_ppi - no_graph
ZBTB25,0.5503377914428711,0.5774567127227783,-0.027118921279907227,1,norman,200,string_ppi - no_graph
AHR_FEV,0.717853456735611,0.7399054765701294,-0.022052019834518433,2,norman,200,gene_ontology - no_graph
ARID1A,0.6657893061637878,0.689520388841629,-0.023731082677841187,2,norman,200,gene_ontology - no_graph
BCL2L11,0.0036184722557663918,0.031807854771614075,-0.028189382515847683,2,norman,200,gene_ontology - no_graph
BCORL1,0.4722736030817032,0.47474581003189087,-0.002472206950187683,2,norman,200,gene_ontology - no_graph
C3orf72_FOXL2,0.6249852776527405,0.6493183672428131,-0.024333089590072632,2,norman,200,gene_ontology - no_graph
CBL_PTPN12,0.5759563148021698,0.6045188009738922,-0.028562486171722412,2,norman,200,gene_ontology - no_graph
CBL_TGFBR2,0.6193029582500458,0.6651830673217773,-0.04588010907173157,2,norman,200,gene_ontology - no_graph
CDKN1A,0.6234921813011169,0.9481105804443359,-0.324618399143219,2,norman,200,gene_ontology - no_graph
CDKN1B,0.8078004121780396,0.8302680850028992,-0.02246767282485962,2,norman,200,gene_ontology - no_graph
CDKN1C,0.7398365139961243,0.7591438889503479,-0.019307374954223633,2,norman,200,gene_ontology - no_graph
CDKN1C_CDKN1A,0.46666795015335083,0.48305875062942505,-0.01639080047607422,2,norman,200,gene_ontology - no_graph
CDKN1C_CDKN1B,0.7590914368629456,0.7875081300735474,-0.028416693210601807,2,norman,200,gene_ontology - no_graph
CEBPB_PTPN12,0.7154882252216339,0.7050457298755646,0.010442495346069336,2,norman,200,gene_ontology - no_graph
CSRNP1,-0.361968070268631,-0.37863633036613464,0.016668260097503662,2,norman,200,gene_ontology - no_graph
DUSP9_PRTG,0.5865572392940521,0.6076368689537048,-0.02107962965965271,2,norman,200,gene_ontology - no_graph
FOSB,0.3598782867193222,0.28454679250717163,0.07533149421215057,2,norman,200,gene_ontology - no_graph
FOXA3,0.6466805636882782,0.6765323281288147,-0.0298517644405365,2,norman,200,gene_ontology - no_graph
FOXA3_FOXF1,0.6225348114967346,0.6487849056720734,-0.026250094175338745,2,norman,200,gene_ontology - no_graph
FOXA3_FOXL2,0.4599202871322632,0.47786128520965576,-0.017940998077392578,2,norman,200,gene_ontology - no_graph
HES7,0.5049316883087158,0.940749853849411,-0.4358181655406952,2,norman,200,gene_ontology - no_graph
HOXB9,0.7490378320217133,0.7495760321617126,-0.0005382001399993896,2,norman,200,gene_ontology - no_graph
IGDCC3_MAPK1,0.531832367181778,0.5103611052036285,0.021471261978149414,2,norman,200,gene_ontology - no_graph
IRF1_SET,0.39212776720523834,0.37263020873069763,0.01949755847454071,2,norman,200,gene_ontology - no_graph
ISL2,0.2522853687405586,0.2527344077825546,-0.0004490390419960022,2,norman,200,gene_ontology - no_graph
KLF1_BAK1,0.124571293592453,0.11786660552024841,0.00670468807220459,2,norman,200,gene_ontology - no_graph
KLF1_CLDN6,0.6959177851676941,0.7196618616580963,-0.02374407649040222,2,norman,200,gene_ontology - no_graph
KLF1_COL2A1,0.35551728308200836,0.33395741879940033,0.021559864282608032,2,norman,200,gene_ontology - no_graph
KLF1_TGFBR2,0.3085092753171921,0.3080972731113434,0.00041200220584869385,2,norman,200,gene_ontology - no_graph
LHX1,0.3403182029724121,0.9201459586620331,-0.579827755689621,2,norman,200,gene_ontology - no_graph
LHX1_ELMSAN1,0.2761554718017578,0.24152297526597977,0.034632496535778046,2,norman,200,gene_ontology - no_graph
LYL1_IER5L,0.830056756734848,0.8653472661972046,-0.03529050946235657,2,norman,200,gene_ontology - no_graph
MAP2K3_IKZF3,0.5282694101333618,0.5417713820934296,-0.013501971960067749,2,norman,200,gene_ontology - no_graph
MAP2K3_MAP2K6,-0.4914789944887161,-0.4975265711545944,0.006047576665878296,2,norman,200,gene_ontology - no_graph
MAP2K6,-0.513833612203598,-0.5353555679321289,0.021521955728530884,2,norman,200,gene_ontology - no_graph
MAP7D1,0.0015893061645328999,-0.007084189914166927,0.008673496078699827,2,norman,200,gene_ontology - no_graph
MAPK1_IKZF3,0.7688106894493103,0.7606427073478699,0.00816798210144043,2,norman,200,gene_ontology - no_graph
MAPK1_PRTG,0.5689691305160522,0.5556469559669495,0.013322174549102783,2,norman,200,gene_ontology - no_graph
OSR2,0.30153222382068634,0.2436010092496872,0.057931214570999146,2,norman,200,gene_ontology - no_graph
PTPN1,0.7532960176467896,0.7872279584407806,-0.03393194079399109,2,norman,200,gene_ontology - no_graph
PTPN12_SNAI1,0.6343198120594025,0.6483653485774994,-0.014045536518096924,2,norman,200,gene_ontology - no_graph
SAMD1_PTPN12,0.7294532060623169,0.7614917457103729,-0.03203853964805603,2,norman,200,gene_ontology - no_graph
SET,0.48641809821128845,0.4753982424736023,0.011019855737686157,2,norman,200,gene_ontology - no_graph
SET_KLF1,0.4088197946548462,0.4018450379371643,0.006974756717681885,2,norman,200,gene_ontology - no_graph
SGK1_TBX3,0.43579334020614624,0.4137517809867859,0.02204155921936035,2,norman,200,gene_ontology - no_graph
SLC4A1,0.16809630393981934,0.1518554911017418,0.016240812838077545,2,norman,200,gene_ontology - no_graph
TGFBR2_PRTG,0.6737427115440369,0.716810405254364,-0.04306769371032715,2,norman,200,gene_ontology - no_graph
TP73,0.6974978148937225,0.7134177088737488,-0.015919893980026245,2,norman,200,gene_ontology - no_graph
UBASH3A,0.695439875125885,0.7059724926948547,-0.010532617568969727,2,norman,200,gene_ontology - no_graph
UBASH3B,0.6971662938594818,0.7275257110595703,-0.0303594172000885,2,norman,200,gene_ontology - no_graph
ZBTB25,0.5463882684707642,0.5782978236675262,-0.031909555196762085,2,norman,200,gene_ontology - no_graph
AHR_FEV,0.7148860692977905,0.7400906085968018,-0.02520453929901123,1,norman,200,random - no_graph
ARID1A,0.6741357445716858,0.6897535920143127,-0.015617847442626953,1,norman,200,random - no_graph
BCL2L11,-0.00693136639893055,0.03159133344888687,-0.03852269984781742,1,norman,200,random - no_graph
BCORL1,0.4802083969116211,0.47486281394958496,0.005345582962036133,1,norman,200,random - no_graph
C3orf72_FOXL2,0.6312804818153381,0.6490503549575806,-0.01776987314224243,1,norman,200,random - no_graph
CBL_PTPN12,0.5666244029998779,0.6055189967155457,-0.038894593715667725,1,norman,200,random - no_graph
CBL_TGFBR2,0.6086194515228271,0.6650722622871399,-0.056452810764312744,1,norman,200,random - no_graph
CDKN1A,0.6977564692497253,0.9471654891967773,-0.249409019947052,1,norman,200,random - no_graph
CDKN1B,0.8072084784507751,0.8306844234466553,-0.023475944995880127,1,norman,200,random - no_graph
CDKN1C,0.7392565011978149,0.7582811117172241,-0.01902461051940918,1,norman,200,random - no_graph
CDKN1C_CDKN1A,0.4669315814971924,0.4836825728416443,-0.016750991344451904,1,norman,200,random - no_graph
CDKN1C_CDKN1B,0.7528420686721802,0.7869042158126831,-0.03406214714050293,1,norman,200,random - no_graph
CEBPB_PTPN12,0.7149150371551514,0.7045785188674927,0.010336518287658691,1,norman,200,random - no_graph
CSRNP1,-0.3720197081565857,-0.3787849545478821,0.006765246391296387,1,norman,200,random - no_graph
DUSP9_PRTG,0.5804601311683655,0.607175350189209,-0.026715219020843506,1,norman,200,random - no_graph
FOSB,0.3595597445964813,0.28361737728118896,0.07594236731529236,1,norman,200,random - no_graph
FOXA3,0.6584861278533936,0.6766932010650635,-0.018207073211669922,1,norman,200,random - no_graph
FOXA3_FOXF1,0.6297409534454346,0.64862060546875,-0.01887965202331543,1,norman,200,random - no_graph
FOXA3_FOXL2,0.4587833881378174,0.47795966267585754,-0.01917627453804016,1,norman,200,random - no_graph
HES7,0.8841401934623718,0.9414947032928467,-0.057354509830474854,1,norman,200,random - no_graph
HOXB9,0.7567219138145447,0.7489677667617798,0.007754147052764893,1,norman,200,random - no_graph
IGDCC3_MAPK1,0.5391820669174194,0.5102125406265259,0.028969526290893555,1,norman,200,random - no_graph
IRF1_SET,0.3962389826774597,0.37258386611938477,0.02365511655807495,1,norman,200,random - no_graph
ISL2,0.2621849775314331,0.2525860369205475,0.00959894061088562,1,norman,200,random - no_graph
KLF1_BAK1,0.11680513620376587,0.11725439131259918,-0.000449255108833313,1,norman,200,random - no_graph
KLF1_CLDN6,0.6867368221282959,0.7201256155967712,-0.03338879346847534,1,norman,200,random - no_graph
KLF1_COL2A1,0.36150169372558594,0.334403932094574,0.027097761631011963,1,norman,200,random - no_graph
KLF1_TGFBR2,0.3018425703048706,0.3086779713630676,-0.0068354010581970215,1,norman,200,random - no_graph
LHX1,0.8308195471763611,0.9189131259918213,-0.0880935788154602,1,norman,200,random - no_graph
LHX1_ELMSAN1,0.27558791637420654,0.24204225838184357,0.033545657992362976,1,norman,200,random - no_graph
LYL1_IER5L,0.8285448551177979,0.8649325370788574,-0.03638768196105957,1,norman,200,random - no_graph
MAP2K3_IKZF3,0.5187444686889648,0.5431851148605347,-0.024440646171569824,1,norman,200,random - no_graph
MAP2K3_MAP2K6,-0.5050214529037476,-0.4974580407142639,-0.007563412189483643,1,norman,200,random - no_graph
MAP2K6,-0.524314820766449,-0.5347222685813904,0.010407447814941406,1,norman,200,random - no_graph
MAP7D1,0.002884197048842907,-0.007469723932445049,0.010353920981287956,1,norman,200,random - no_graph
MAPK1_IKZF3,0.7599613070487976,0.7605766654014587,-0.0006153583526611328,1,norman,200,random - no_graph
MAPK1_PRTG,0.5773940682411194,0.5553135275840759,0.022080540657043457,1,norman,200,random - no_graph
OSR2,0.3095337152481079,0.2439272403717041,0.06560647487640381,1,norman,200,random - no_graph
PTPN1,0.7471605539321899,0.788224458694458,-0.041063904762268066,1,norman,200,random - no_graph
PTPN12_SNAI1,0.6365141272544861,0.6482272744178772,-0.011713147163391113,1,norman,200,random - no_graph
SAMD1_PTPN12,0.7221883535385132,0.7633545398712158,-0.04116618633270264,1,norman,200,random - no_graph
SET,0.4950629770755768,0.475861132144928,0.019201844930648804,1,norman,200,random - no_graph
SET_KLF1,0.40384334325790405,0.4018349051475525,0.0020084381103515625,1,norman,200,random - no_graph
SGK1_TBX3,0.4380214214324951,0.4142187833786011,0.023802638053894043,1,norman,200,random - no_graph
SLC4A1,0.17224659025669098,0.15094752609729767,0.02129906415939331,1,norman,200,random - no_graph
TGFBR2_PRTG,0.6719310879707336,0.7178199291229248,-0.04588884115219116,1,norman,200,random - no_graph
TP73,0.698435366153717,0.7131479978561401,-0.014712631702423096,1,norman,200,random - no_graph
UBASH3A,0.7050665616989136,0.7053337097167969,-0.0002671480178833008,1,norman,200,random - no_graph
UBASH3B,0.6969895958900452,0.7278298139572144,-0.03084021806716919,1,norman,200,random - no_graph
ZBTB25,0.5454133749008179,0.5774567127227783,-0.03204333782196045,1,norman,200,random - no_graph
AHR_FEV,0.7158627212047577,0.7124408781528473,0.0034218430519104004,2,norman,200,combined - random
ARID1A,0.6672939360141754,0.672813892364502,-0.005519956350326538,2,norman,200,combined - random
BCL2L11,0.010527264792472124,-0.009679553098976612,0.020206817891448736,2,norman,200,combined - random
BCORL1,0.4719143956899643,0.4773772060871124,-0.005462810397148132,2,norman,200,combined - random
C3orf72_FOXL2,0.6287490427494049,0.6317610442638397,-0.0030120015144348145,2,norman,200,combined - random
CBL_PTPN12,0.5871437191963196,0.5736674070358276,0.013476312160491943,2,norman,200,combined - random
CBL_TGFBR2,0.6325411796569824,0.6104680001735687,0.022073179483413696,2,norman,200,combined - random
CDKN1A,0.8211972415447235,0.8194011449813843,0.0017960965633392334,2,norman,200,combined - random
CDKN1B,0.8201178312301636,0.8069960176944733,0.013121813535690308,2,norman,200,combined - random
CDKN1C,0.7533773183822632,0.7395655512809753,0.013811767101287842,2,norman,200,combined - random
CDKN1C_CDKN1A,0.4715536832809448,0.4682721197605133,0.0032815635204315186,2,norman,200,combined - random
CDKN1C_CDKN1B,0.7640122175216675,0.7552334070205688,0.008778810501098633,2,norman,200,combined - random
CEBPB_PTPN12,0.7077193558216095,0.7139690518379211,-0.0062496960163116455,2,norman,200,combined - random
CSRNP1,-0.3710338771343231,-0.3702428936958313,-0.0007909834384918213,2,norman,200,combined - random
DUSP9_PRTG,0.5939674377441406,0.5819783508777618,0.011989086866378784,2,norman,200,combined - random
FOSB,0.3353049159049988,0.3625610023736954,-0.027256086468696594,2,norman,200,combined - random
FOXA3,0.6488331854343414,0.6528440117835999,-0.004010826349258423,2,norman,200,combined - random
FOXA3_FOXF1,0.6229372322559357,0.6335607171058655,-0.01062348484992981,2,norman,200,combined - random
FOXA3_FOXL2,0.4579513967037201,0.46082720160484314,-0.002875804901123047,2,norman,200,combined - random
HES7,0.46025267243385315,0.9272315800189972,-0.46697890758514404,2,norman,200,combined - random
HOXB9,0.7460111379623413,0.7544008791446686,-0.00838974118232727,2,norman,200,combined - random
IGDCC3_MAPK1,0.5319434702396393,0.5416382551193237,-0.009694784879684448,2,norman,200,combined - random
IRF1_SET,0.38866885006427765,0.3977397084236145,-0.009070858359336853,2,norman,200,combined - random
ISL2,0.25285039842128754,0.26349709928035736,-0.010646700859069824,2,norman,200,combined - random
KLF1_BAK1,0.13436512649059296,0.1154121607542038,0.01895296573638916,2,norman,200,combined - random
