condition,pearson_r_left,pearson_r_right,delta_r,n_common_seeds,dataset,hvg,contrast
OR7A17,-0.22786891957124075,-0.23110856115818024,0.0032396415869394937,3,replogle_k562,500,combined - no_graph
POP7,0.09617938846349716,0.10186683883269627,-0.005687450369199117,3,replogle_k562,500,combined - no_graph
PPP4C,0.33443233370780945,0.3421522577603658,-0.0077199240525563555,3,replogle_k562,500,combined - no_graph
PSMC4,0.594199518362681,0.579792300860087,0.014407217502593994,3,replogle_k562,500,combined - no_graph
PSTK,0.08211427927017212,0.08037196596463521,0.001742313305536906,3,replogle_k562,500,combined - no_graph
RAB18,0.3095191717147827,0.3152468204498291,-0.005727648735046387,3,replogle_k562,500,combined - no_graph
RIOK2,0.42989569902420044,0.4294199546178182,0.00047574440638224286,3,replogle_k562,500,combined - no_graph
RNF8,0.3997020721435547,0.40213027596473694,-0.002428203821182251,3,replogle_k562,500,combined - no_graph
RPL10A,0.7023949225743612,0.6797574957211813,0.02263742685317993,3,replogle_k562,500,combined - no_graph
RPL13,0.6823061108589172,0.6586157083511353,0.023690402507781982,3,replogle_k562,500,combined - no_graph
RPL3,0.4397319157918294,0.6394874652226766,-0.19975554943084717,3,replogle_k562,500,combined - no_graph
RPL5,0.7236974835395813,0.7008405923843384,0.02285689115524292,3,replogle_k562,500,combined - no_graph
RPS20,0.5567463040351868,0.5426039497057596,0.014142354329427084,3,replogle_k562,500,combined - no_graph
RRM2,0.6224813461303711,0.6004091501235962,0.022072196006774902,3,replogle_k562,500,combined - no_graph
SLC35B1,-0.02894008159637451,-0.029029592871665955,8.951127529144287e-05,3,replogle_k562,500,combined - no_graph
SMG5,0.2643600006898244,0.26365650693575543,0.0007034937540690104,3,replogle_k562,500,combined - no_graph
TICRR,0.5974398652712504,0.5964777072270712,0.0009621580441792806,3,replogle_k562,500,combined - no_graph
TIMM9,0.33242562413215637,0.3325309157371521,-0.00010529160499572754,3,replogle_k562,500,combined - no_graph
TRA2B,0.15335629880428314,0.16457317769527435,-0.011216878890991211,3,replogle_k562,500,combined - no_graph
TUBGCP2,0.3823300004005432,0.38092610239982605,0.001403898000717163,3,replogle_k562,500,combined - no_graph
UBL5,0.6647672653198242,0.6651032169659933,-0.0003359516461690267,3,replogle_k562,500,combined - no_graph
WTAP,0.06313322484493256,0.0703120877345403,-0.007178862889607747,3,replogle_k562,500,combined - no_graph
ZNF687,0.03412908191482226,0.026432209958632786,0.007696871956189473,3,replogle_k562,500,combined - no_graph
ANAPC15,0.20174577087163925,0.20660965889692307,-0.0048638880252838135,2,replogle_k562,500,string_ppi - no_graph
ASF1B,-0.0737917423248291,-0.07537871226668358,0.001586969941854477,2,replogle_k562,500,string_ppi - no_graph
BUB1,0.671336829662323,0.7456768453121185,-0.07434001564979553,2,replogle_k562,500,string_ppi - no_graph
C9orf16,-0.1460438147187233,-0.15074636042118073,0.004702545702457428,2,replogle_k562,500,string_ppi - no_graph
CADM4,-0.12442215904593468,-0.13087273389101028,0.006450574845075607,2,replogle_k562,500,string_ppi - no_graph
CDAN1,0.5083524584770203,0.5130835175514221,-0.0047310590744018555,2,replogle_k562,500,string_ppi - no_graph
CHORDC1,0.07284195721149445,0.061651889234781265,0.01119006797671318,2,replogle_k562,500,string_ppi - no_graph
CIAO1,0.25774167478084564,0.25659090280532837,0.001150771975517273,2,replogle_k562,500,string_ppi - no_graph
EIF1AX,0.5200203657150269,0.5233610570430756,-0.003340691328048706,2,replogle_k562,500,string_ppi - no_graph
EIF3E,0.36936087906360626,0.35295364260673523,0.016407236456871033,2,replogle_k562,500,string_ppi - no_graph
EIF3M,0.4487965852022171,0.4451909810304642,0.0036056041717529297,2,replogle_k562,500,string_ppi - no_graph
HNRNPH1,0.38952210545539856,0.3933253437280655,-0.003803238272666931,2,replogle_k562,500,string_ppi - no_graph
KIF11,0.471818745136261,0.5241150259971619,-0.05229628086090088,2,replogle_k562,500,string_ppi - no_graph
KLC2,-0.13848154991865158,-0.14593907445669174,0.007457524538040161,2,replogle_k562,500,string_ppi - no_graph
LENG8,0.19886033236980438,0.20458167046308517,-0.005721338093280792,2,replogle_k562,500,string_ppi - no_graph
LIN54,0.19344301521778107,0.19645053148269653,-0.0030075162649154663,2,replogle_k562,500,string_ppi - no_graph
MED1,0.6717356443405151,0.6659804582595825,0.005755186080932617,2,replogle_k562,500,string_ppi - no_graph
MED10,0.5800999402999878,0.5752532482147217,0.004846692085266113,2,replogle_k562,500,string_ppi - no_graph
MED9,0.7029819488525391,0.6950900554656982,0.00789189338684082,2,replogle_k562,500,string_ppi - no_graph
MRPL2,0.24458344280719757,0.2668491005897522,-0.022265657782554626,2,replogle_k562,500,string_ppi - no_graph
MRPS14,0.21258535236120224,0.22084537148475647,-0.00826001912355423,2,replogle_k562,500,string_ppi - no_graph
MYO1H,-0.042051590979099274,-0.04415331780910492,0.0021017268300056458,2,replogle_k562,500,string_ppi - no_graph
N6AMT1,-0.09238336607813835,-0.10384996980428696,0.011466603726148605,2,replogle_k562,500,string_ppi - no_graph
NAA38,0.6511231958866119,0.6462883353233337,0.004834860563278198,2,replogle_k562,500,string_ppi - no_graph
NAF1,0.010078364983201027,0.01455298950895667,-0.004474624525755644,2,replogle_k562,500,string_ppi - no_graph
NUP98,0.7510780692100525,0.7505655288696289,0.000512540340423584,2,replogle_k562,500,string_ppi - no_graph
OIP5,-0.17216355353593826,-0.16044842451810837,-0.011715129017829895,2,replogle_k562,500,string_ppi - no_graph
OR7A17,-0.2275257259607315,-0.23099391907453537,0.0034681931138038635,2,replogle_k562,500,string_ppi - no_graph
POP7,0.0970197394490242,0.10178091749548912,-0.00476117804646492,2,replogle_k562,500,string_ppi - no_graph
PPP4C,0.3355054408311844,0.3416685461997986,-0.006163105368614197,2,replogle_k562,500,string_ppi - no_graph
PSMC4,0.5939173102378845,0.579559326171875,0.014357984066009521,2,replogle_k562,500,string_ppi - no_graph
PSTK,0.08217296376824379,0.08037358894944191,0.0017993748188018799,2,replogle_k562,500,string_ppi - no_graph
RAB18,0.3096763342618942,0.3151281476020813,-0.005451813340187073,2,replogle_k562,500,string_ppi - no_graph
RIOK2,0.4303704649209976,0.42906424403190613,0.0013062208890914917,2,replogle_k562,500,string_ppi - no_graph
RNF8,0.4001344293355942,0.4020608216524124,-0.0019263923168182373,2,replogle_k562,500,string_ppi - no_graph
RPL10A,0.7015712559223175,0.6797876954078674,0.021783560514450073,2,replogle_k562,500,string_ppi - no_graph
RPL13,0.682992160320282,0.658485621213913,0.02450653910636902,2,replogle_k562,500,string_ppi - no_graph
RPL3,0.5466054677963257,0.6406318843364716,-0.09402641654014587,2,replogle_k562,500,string_ppi - no_graph
RPL5,0.7224593460559845,0.7007466852664948,0.021712660789489746,2,replogle_k562,500,string_ppi - no_graph
RPS20,0.5573752820491791,0.5428719818592072,0.014503300189971924,2,replogle_k562,500,string_ppi - no_graph
RRM2,0.5636376440525055,0.6012006998062134,-0.037563055753707886,2,replogle_k562,500,string_ppi - no_graph
SLC35B1,-0.029180380515754223,-0.028815765865147114,-0.00036461465060710907,2,replogle_k562,500,string_ppi - no_graph
SMG5,0.26428017020225525,0.2630886435508728,0.0011915266513824463,2,replogle_k562,500,string_ppi - no_graph
TICRR,0.5979936420917511,0.59647536277771,0.0015182793140411377,2,replogle_k562,500,string_ppi - no_graph
TIMM9,0.33193138241767883,0.33263586461544037,-0.0007044821977615356,2,replogle_k562,500,string_ppi - no_graph
TRA2B,0.153002068400383,0.1644086316227913,-0.011406563222408295,2,replogle_k562,500,string_ppi - no_graph
TUBGCP2,0.3826051205396652,0.3808578699827194,0.0017472505569458008,2,replogle_k562,500,string_ppi - no_graph
UBL5,0.6645050048828125,0.6653833985328674,-0.0008783936500549316,2,replogle_k562,500,string_ppi - no_graph
WTAP,0.06341905519366264,0.07027583569288254,-0.006856780499219894,2,replogle_k562,500,string_ppi - no_graph
ZNF687,0.034287869930267334,0.026375433430075645,0.007912436500191689,2,replogle_k562,500,string_ppi - no_graph
ANAPC15,0.20180253684520721,0.20704400539398193,-0.005241468548774719,2,replogle_k562,500,gene_ontology - no_graph
ASF1B,-0.07277127727866173,-0.07491756603121758,0.002146288752555847,2,replogle_k562,500,gene_ontology - no_graph
BUB1,0.7112580835819244,0.7463517785072327,-0.03509369492530823,2,replogle_k562,500,gene_ontology - no_graph
C9orf16,-0.14587204158306122,-0.15016568452119827,0.0042936429381370544,2,replogle_k562,500,gene_ontology - no_graph
CADM4,-0.12426971644163132,-0.13064583390951157,0.006376117467880249,2,replogle_k562,500,gene_ontology - no_graph
CDAN1,0.5086004734039307,0.5132437348365784,-0.004643261432647705,2,replogle_k562,500,gene_ontology - no_graph
CHORDC1,0.07289130240678787,0.061530809849500656,0.011360492557287216,2,replogle_k562,500,gene_ontology - no_graph
CIAO1,0.2581569254398346,0.2565145194530487,0.0016424059867858887,2,replogle_k562,500,gene_ontology - no_graph
EIF1AX,0.5203150709470113,0.5237078865369161,-0.003392815589904785,3,replogle_k562,500,gene_ontology - no_graph
EIF3E,0.36902187764644623,0.35364583134651184,0.015376046299934387,2,replogle_k562,500,gene_ontology - no_graph
EIF3M,0.44852110743522644,0.4452202171087265,0.003300890326499939,2,replogle_k562,500,gene_ontology - no_graph
HNRNPH1,0.38961470127105713,0.39321668942769367,-0.003601988156636556,3,replogle_k562,500,gene_ontology - no_graph
KIF11,0.5109304189682007,0.5259335041046143,-0.015003085136413574,2,replogle_k562,500,gene_ontology - no_graph
KLC2,-0.13870110362768173,-0.14582903683185577,0.007127933204174042,2,replogle_k562,500,gene_ontology - no_graph
LENG8,0.19874680787324905,0.20498008280992508,-0.006233274936676025,2,replogle_k562,500,gene_ontology - no_graph
LIN54,0.19261146585146585,0.1965771516164144,-0.003965685764948527,3,replogle_k562,500,gene_ontology - no_graph
MED1,0.6721101800600687,0.6660406390825907,0.006069540977478027,3,replogle_k562,500,gene_ontology - no_graph
MED10,0.5802438855171204,0.5755752325057983,0.0046686530113220215,2,replogle_k562,500,gene_ontology - no_graph
MED9,0.703471839427948,0.6950780749320984,0.00839376449584961,2,replogle_k562,500,gene_ontology - no_graph
MRPL2,0.24247875809669495,0.2665606141090393,-0.02408185601234436,2,replogle_k562,500,gene_ontology - no_graph
MRPS14,0.21285301446914673,0.22087755054235458,-0.008024536073207855,2,replogle_k562,500,gene_ontology - no_graph
MYO1H,-0.04143957793712616,-0.044335052371025085,0.0028954744338989258,2,replogle_k562,500,gene_ontology - no_graph
N6AMT1,-0.0922202467918396,-0.10327618941664696,0.011055942624807358,2,replogle_k562,500,gene_ontology - no_graph
NAA38,0.6509814262390137,0.6463680267333984,0.004613399505615234,2,replogle_k562,500,gene_ontology - no_graph
NAF1,0.009257332421839237,0.013928999658674002,-0.0046716672368347645,2,replogle_k562,500,gene_ontology - no_graph
NUP98,0.7523430188496908,0.7506138682365417,0.001729150613149007,3,replogle_k562,500,gene_ontology - no_graph
OIP5,-0.17329937716325125,-0.1603398323059082,-0.012959544857343039,3,replogle_k562,500,gene_ontology - no_graph
OR7A17,-0.22793406744798025,-0.23110856115818024,0.0031744937101999917,3,replogle_k562,500,gene_ontology - no_graph
POP7,0.09646448120474815,0.10193368420004845,-0.005469202995300293,2,replogle_k562,500,gene_ontology - no_graph
PPP4C,0.33424581587314606,0.3425195962190628,-0.008273780345916748,2,replogle_k562,500,gene_ontology - no_graph
PSMC4,0.5937632322311401,0.5798235535621643,0.01393967866897583,2,replogle_k562,500,gene_ontology - no_graph
PSTK,0.08218719065189362,0.08050103485584259,0.0016861557960510254,2,replogle_k562,500,gene_ontology - no_graph
RAB18,0.30955590307712555,0.31512801349163055,-0.005572110414505005,2,replogle_k562,500,gene_ontology - no_graph
RIOK2,0.4299553483724594,0.4296649247407913,0.0002904236316680908,2,replogle_k562,500,gene_ontology - no_graph
RNF8,0.4000310202439626,0.40213027596473694,-0.0020992557207743325,3,replogle_k562,500,gene_ontology - no_graph
RPL10A,0.7022253672281901,0.6797574957211813,0.02246787150700887,3,replogle_k562,500,gene_ontology - no_graph
RPL13,0.6830822229385376,0.6586515605449677,0.024430662393569946,2,replogle_k562,500,gene_ontology - no_graph
RPL3,0.5343060940504074,0.639055997133255,-0.1047499030828476,2,replogle_k562,500,gene_ontology - no_graph
RPL5,0.723867803812027,0.7007442712783813,0.02312353253364563,2,replogle_k562,500,gene_ontology - no_graph
RPS20,0.5565666556358337,0.542447030544281,0.014119625091552734,2,replogle_k562,500,gene_ontology - no_graph
RRM2,0.5545746982097626,0.6005227565765381,-0.04594805836677551,2,replogle_k562,500,gene_ontology - no_graph
SLC35B1,-0.029593711098035175,-0.029029592871665955,-0.000564118226369222,3,replogle_k562,500,gene_ontology - no_graph
SMG5,0.2637571692466736,0.2640293091535568,-0.00027213990688323975,2,replogle_k562,500,gene_ontology - no_graph
TICRR,0.5985269546508789,0.5969969034194946,0.0015300512313842773,2,replogle_k562,500,gene_ontology - no_graph
TIMM9,0.33331190049648285,0.33256588876247406,0.0007460117340087891,2,replogle_k562,500,gene_ontology - no_graph
TRA2B,0.15290630608797073,0.16488058865070343,-0.011974282562732697,2,replogle_k562,500,gene_ontology - no_graph
TUBGCP2,0.3826387971639633,0.38092175126075745,0.0017170459032058716,2,replogle_k562,500,gene_ontology - no_graph
UBL5,0.6646432280540466,0.6647451519966125,-0.00010192394256591797,2,replogle_k562,500,gene_ontology - no_graph
WTAP,0.06317339837551117,0.07030601054430008,-0.00713261216878891,2,replogle_k562,500,gene_ontology - no_graph
ZNF687,0.03480514511466026,0.025867413729429245,0.008937731385231018,2,replogle_k562,500,gene_ontology - no_graph
ANAPC15,0.19821006059646606,0.2068122774362564,-0.008602216839790344,3,replogle_k562,500,random - no_graph
ASF1B,-0.07526776194572449,-0.07500484834114711,-0.0002629136045773824,3,replogle_k562,500,random - no_graph
BUB1,0.6132766207059225,0.7465482354164124,-0.1332716147104899,3,replogle_k562,500,random - no_graph
C9orf16,-0.13768559197584787,-0.15041976670424143,0.012734174728393555,3,replogle_k562,500,random - no_graph
CADM4,-0.11107322573661804,-0.1306790163119634,0.019605790575345356,3,replogle_k562,500,random - no_graph
CDAN1,0.4926077922185262,0.5131207704544067,-0.020512978235880535,3,replogle_k562,500,random - no_graph
CHORDC1,0.07397774110237758,0.06164496640364329,0.012332774698734283,3,replogle_k562,500,random - no_graph
CIAO1,0.25001725057760876,0.25654194752375287,-0.006524696946144104,3,replogle_k562,500,random - no_graph
EIF1AX,0.48808687925338745,0.5237078865369161,-0.03562100728352865,3,replogle_k562,500,random - no_graph
EIF3E,0.3511822323004405,0.35330188274383545,-0.002119650443394979,3,replogle_k562,500,random - no_graph
EIF3M,0.44662362337112427,0.44532618920008343,0.0012974341710408528,3,replogle_k562,500,random - no_graph
HNRNPH1,0.3904590904712677,0.39321668942769367,-0.002757598956425985,3,replogle_k562,500,random - no_graph
KIF11,0.47216910123825073,0.5241290330886841,-0.05195993185043335,3,replogle_k562,500,random - no_graph
KLC2,-0.14536349475383759,-0.1459470440944036,0.0005835493405659994,3,replogle_k562,500,random - no_graph
LENG8,0.20716190338134766,0.20471965769926706,0.002442245682080587,3,replogle_k562,500,random - no_graph
LIN54,0.1352144026507934,0.1965771516164144,-0.061362748965620995,3,replogle_k562,500,random - no_graph
MED1,0.6634940902392069,0.6660406390825907,-0.002546548843383789,3,replogle_k562,500,random - no_graph
MED10,0.5794024268786112,0.5756218433380127,0.0037805835405985513,3,replogle_k562,500,random - no_graph
MED9,0.7039838035901388,0.6950010855992635,0.008982717990875244,3,replogle_k562,500,random - no_graph
MRPL2,0.22288484374682108,0.2667205333709717,-0.043835689624150596,3,replogle_k562,500,random - no_graph
MRPS14,0.2130837688843409,0.22096141676108041,-0.007877647876739502,3,replogle_k562,500,random - no_graph
MYO1H,-0.043506364027659096,-0.044324569404125214,0.0008182053764661154,3,replogle_k562,500,random - no_graph
N6AMT1,-0.1030542328953743,-0.10356601079305013,0.0005117778976758321,3,replogle_k562,500,random - no_graph
NAA38,0.6434968312581381,0.6462780435880026,-0.002781212329864502,3,replogle_k562,500,random - no_graph
NAF1,0.008042192086577415,0.014226485975086689,-0.0061842938885092735,3,replogle_k562,500,random - no_graph
NUP98,0.733046273390452,0.7506138682365417,-0.01756759484608968,3,replogle_k562,500,random - no_graph
OIP5,-0.11408559077729781,-0.1603398323059082,0.046254241528610386,3,replogle_k562,500,random - no_graph
OR7A17,-0.15349349876244864,-0.23110856115818024,0.07761506239573161,3,replogle_k562,500,random - no_graph
POP7,0.09730157752831776,0.10186683883269627,-0.0045652613043785095,3,replogle_k562,500,random - no_graph
PPP4C,0.32712429761886597,0.3421522577603658,-0.015027960141499838,3,replogle_k562,500,random - no_graph
